pickup_address,delivery_address,order_value,payment_method,weather_condition,phone_number,failed
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",2585.47,COD,normal,9881142784,0
"Central Warehouse, Kathmandu","Ward 24, Jawalakhel, Lalitpur",2018.87,COD,extreme,9817353523,1
"Central Warehouse, Kathmandu","Ward 30, Baneshwor, Kathmandu",3841.82,COD,normal,9849027010,1
"Central Warehouse, Kathmandu","Ward 18, Thamel, Kathmandu",393.19,COD,rainy,9810119964,0
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",2540.13,cod,normal,9886333173,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4777.82,prepaid,foggy,9850280053,0
"Central Warehouse, Kathmandu","Ward 30, Main Road, Biratnagar",2934.53,prepaid,foggy,9847071112,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",840.04,COD,foggy,9839690518,1
"Central Warehouse, Kathmandu","Ward 7, Lakeside, Pokhara",3347.19,COD,normal,9813669581,0
"Central Warehouse, Kathmandu","Ward 15, Baneshwor, Kathmandu",1087.65,prepaid,extreme,9846749823,1
"Central Warehouse, Kathmandu","Ward 28, Lakeside, Pokhara",3785.57,cod,rainy,9889940132,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3771.8,COD,foggy,9876031037,1
"Central Warehouse, Kathmandu","Ward 16, Baneshwor, Kathmandu",4469.15,online,extreme,9837843296,1
"Central Warehouse, Kathmandu","Ward 1, Durbar Square, Bhaktapur",921.58,cod,rainy,9874391165,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2688.45,cod,rainy,9865255704,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2045.32,cod,rainy,9861442975,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1726.92,online,foggy,9858620565,1
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",2937.42,online,clear,9820311909,0
"Central Warehouse, Kathmandu","Ward 28, Patan Durbar Square, Lalitpur",4673.67,online,extreme,9884518086,1
"Central Warehouse, Kathmandu","Ward 20, Durbar Square, Bhaktapur",2406.29,COD,rainy,9866711181,0
"Central Warehouse, Kathmandu","Ward 12, Main Road, Biratnagar",2315.12,prepaid,clear,9854057732,1
"Central Warehouse, Kathmandu","Ward 5, Main Road, Biratnagar",1953.16,COD,clear,9879201050,0
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",2355.84,cod,normal,9863585903,1
"Central Warehouse, Kathmandu","Ward 17, Jawalakhel, Lalitpur",3361.05,prepaid,normal,9817271731,0
"Central Warehouse, Kathmandu","Ward 9, Jawalakhel, Lalitpur",2031.39,online,clear,9896261799,0
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",3074.47,COD,normal,9814416508,1
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",4294.35,cod,normal,9867050489,1
"Central Warehouse, Kathmandu","Ward 4, Durbar Square, Bhaktapur",3605.98,prepaid,foggy,9841655550,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",1187.26,online,normal,9814141486,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",1972.14,COD,clear,9814589575,0
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",3072.91,cod,rainy,9842348063,1
"Central Warehouse, Kathmandu","Ward 5, Thamel, Kathmandu",3758.12,online,foggy,9834684797,0
"Central Warehouse, Kathmandu","Ward 14, Baneshwor, Kathmandu",2532.56,online,normal,9823836113,1
"Central Warehouse, Kathmandu","Ward 4, Durbar Square, Bhaktapur",4601.71,online,clear,9830530026,0
"Central Warehouse, Kathmandu","Ward 16, Durbar Square, Bhaktapur",3662.11,COD,normal,9856438062,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3767.99,online,rainy,9843993672,1
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",872.97,prepaid,clear,9843656994,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",908.23,online,extreme,9853323317,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",2959.77,online,rainy,9862883903,0
"Central Warehouse, Kathmandu","Ward 4, Jawalakhel, Lalitpur",350.8,cod,foggy,9873035337,1
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",4726.78,cod,foggy,9884283119,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4353.08,online,foggy,9886380859,0
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",3789.43,cod,extreme,9816794360,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3702.97,COD,rainy,9856038759,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",2716.58,cod,normal,9874920316,1
"Central Warehouse, Kathmandu","Ward 21, Lakeside, Pokhara",2761.63,COD,clear,9874162380,1
"Central Warehouse, Kathmandu","Ward 2, Main Road, Biratnagar",3308.02,cod,foggy,9888059604,0
"Central Warehouse, Kathmandu","Ward 22, Baneshwor, Kathmandu",403.55,cod,extreme,9857847580,1
"Central Warehouse, Kathmandu","Ward 28, Main Road, Biratnagar",3892.35,prepaid,clear,9899469851,0
"Central Warehouse, Kathmandu","Ward 2, Durbar Square, Bhaktapur",3017.74,prepaid,rainy,9891206594,1
"Central Warehouse, Kathmandu","Ward 30, Patan Durbar Square, Lalitpur",148.71,online,clear,9873073852,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2271.95,prepaid,foggy,9894343394,0
"Central Warehouse, Kathmandu","Ward 10, Baneshwor, Kathmandu",4586.49,COD,rainy,9815828779,1
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",2982.41,cod,clear,9843790587,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3993.37,prepaid,clear,9831753789,0
"Central Warehouse, Kathmandu","Ward 20, Patan Durbar Square, Lalitpur",4870.72,COD,foggy,9852686099,0
"Central Warehouse, Kathmandu","Ward 26, Lakeside, Pokhara",2410.84,prepaid,rainy,9867272295,1
"Central Warehouse, Kathmandu","Ward 7, Baneshwor, Kathmandu",2094.84,cod,normal,9848700082,1
"Central Warehouse, Kathmandu","Ward 1, Baneshwor, Kathmandu",2919.05,COD,foggy,9813874761,1
"Central Warehouse, Kathmandu","Ward 9, Durbar Square, Bhaktapur",3453.53,cod,extreme,9883602269,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1179.69,cod,extreme,9829049990,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3822.98,online,extreme,9828806778,0
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",4313.5,prepaid,rainy,9857937214,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2613.87,online,normal,9859725293,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4409.39,online,normal,9836802918,0
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",1348.61,COD,normal,9837637386,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",881.54,online,rainy,9854112735,0
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",3300.6,online,normal,9817318541,1
"Central Warehouse, Kathmandu","Ward 20, Durbar Square, Bhaktapur",1870.81,online,extreme,9826178934,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1112.72,prepaid,foggy,9849057523,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1562.93,cod,rainy,9812914540,1
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",4578.76,cod,foggy,9830072120,1
"Central Warehouse, Kathmandu","Ward 12, Main Road, Biratnagar",159.44,prepaid,rainy,9825098462,0
"Central Warehouse, Kathmandu","Ward 32, Baneshwor, Kathmandu",1015.06,prepaid,normal,9868511349,0
"Central Warehouse, Kathmandu","Ward 28, Thamel, Kathmandu",1882.5,cod,rainy,9848186108,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1961.94,online,extreme,9887693664,0
"Central Warehouse, Kathmandu","Ward 28, Jawalakhel, Lalitpur",3508.72,cod,extreme,9832768537,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3940.22,cod,foggy,9849055132,1
"Central Warehouse, Kathmandu","Ward 7, Durbar Square, Bhaktapur",1578.41,online,foggy,9817953352,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1413.66,cod,extreme,9820195497,1
"Central Warehouse, Kathmandu","Ward 8, Main Road, Biratnagar",3907.04,prepaid,foggy,9860043388,1
"Central Warehouse, Kathmandu","Ward 4, Lakeside, Pokhara",4055.22,prepaid,clear,9862067956,0
"Central Warehouse, Kathmandu","Ward 29, Lakeside, Pokhara",3910.77,online,clear,9818206603,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",4313.54,COD,clear,9868768432,1
"Central Warehouse, Kathmandu","Ward 21, Lakeside, Pokhara",4476.75,cod,foggy,9822889473,0
"Central Warehouse, Kathmandu","Ward 29, Thamel, Kathmandu",2903.33,cod,normal,9817962416,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4595.26,cod,clear,9880720613,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4800.43,online,foggy,9814004395,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",3812.73,online,normal,9816112350,1
"Central Warehouse, Kathmandu","Ward 22, Main Road, Biratnagar",1065.27,prepaid,extreme,9840517210,0
"Central Warehouse, Kathmandu","Ward 22, Main Road, Biratnagar",4274.42,prepaid,clear,9867986739,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",607.58,online,extreme,9844313967,1
"Central Warehouse, Kathmandu","Ward 26, Lakeside, Pokhara",4311.05,cod,extreme,9837294108,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4819.79,online,rainy,9893491329,1
"Central Warehouse, Kathmandu","Ward 1, Baneshwor, Kathmandu",595.76,online,foggy,9824950775,0
"Central Warehouse, Kathmandu","Ward 10, Jawalakhel, Lalitpur",4170.75,prepaid,rainy,9845870257,0
"Central Warehouse, Kathmandu","Ward 6, Baneshwor, Kathmandu",2310.1,prepaid,extreme,9866423530,0
"Central Warehouse, Kathmandu","Ward 5, Baneshwor, Kathmandu",516.67,COD,clear,9886179412,0
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",599.9,cod,extreme,9825281199,0
"Central Warehouse, Kathmandu","Ward 27, Patan Durbar Square, Lalitpur",2089.24,cod,extreme,9888260720,1
"Central Warehouse, Kathmandu","Ward 25, Baneshwor, Kathmandu",2267.79,prepaid,extreme,9813214686,0
"Central Warehouse, Kathmandu","Ward 3, Lakeside, Pokhara",2347.06,prepaid,clear,9858012088,0
"Central Warehouse, Kathmandu","Ward 7, Baneshwor, Kathmandu",541.66,online,rainy,9897711521,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3430.87,COD,clear,9859524875,0
"Central Warehouse, Kathmandu","Ward 32, Durbar Square, Bhaktapur",681.51,COD,foggy,9825754211,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3078.64,online,clear,9870908958,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4307.21,COD,clear,9811994058,0
"Central Warehouse, Kathmandu","Ward 7, Patan Durbar Square, Lalitpur",4388.18,COD,clear,9889650855,1
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",2265.09,prepaid,normal,9885413485,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2462.76,COD,foggy,9895399471,0
"Central Warehouse, Kathmandu","Ward 9, Durbar Square, Bhaktapur",466.64,online,rainy,9857447342,1
"Central Warehouse, Kathmandu","Ward 24, Main Road, Biratnagar",1302.82,prepaid,rainy,9870564724,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",866.51,prepaid,normal,9866021342,0
"Central Warehouse, Kathmandu","Ward 24, Patan Durbar Square, Lalitpur",394.37,online,rainy,9876579071,0
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",2567.59,online,foggy,9846666690,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2629.28,COD,clear,9867797160,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1206.14,cod,normal,9848487960,0
"Central Warehouse, Kathmandu","Ward 1, Jawalakhel, Lalitpur",3807.11,prepaid,normal,9888235438,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",2338.57,COD,foggy,9886103850,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",397.04,prepaid,extreme,9894699131,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",154.32,cod,extreme,9865842229,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2609.97,prepaid,normal,9882345553,0
"Central Warehouse, Kathmandu","Ward 30, Thamel, Kathmandu",4477.03,cod,rainy,9866660480,0
"Central Warehouse, Kathmandu","Ward 6, Baneshwor, Kathmandu",1396.03,COD,rainy,9873848674,1
"Central Warehouse, Kathmandu","Ward 24, Jawalakhel, Lalitpur",698.58,online,rainy,9820312524,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",131.3,COD,foggy,9894115869,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4737.72,prepaid,extreme,9894968762,1
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",823.95,cod,normal,9827514944,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2990.24,cod,clear,9896895700,0
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",2717.43,prepaid,clear,9831254362,0
"Central Warehouse, Kathmandu","Ward 12, Durbar Square, Bhaktapur",972.05,COD,foggy,9850401474,1
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",1000.44,cod,normal,9896919393,0
"Central Warehouse, Kathmandu","Ward 4, Main Road, Biratnagar",4040.28,prepaid,extreme,9857910077,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4642.59,prepaid,clear,9837765881,0
"Central Warehouse, Kathmandu","Ward 4, Durbar Square, Bhaktapur",2083.5,cod,rainy,9846324408,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2516.21,prepaid,normal,9894316303,1
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",2653.37,prepaid,normal,9869740531,0
"Central Warehouse, Kathmandu","Ward 17, Baneshwor, Kathmandu",2774.39,online,extreme,9839094001,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3970.9,online,normal,9861825376,0
"Central Warehouse, Kathmandu","Ward 3, Patan Durbar Square, Lalitpur",3469.37,online,foggy,9841336638,0
"Central Warehouse, Kathmandu","Ward 29, Jawalakhel, Lalitpur",225.27,prepaid,extreme,9851454103,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",710.54,online,foggy,9828602928,0
"Central Warehouse, Kathmandu","Ward 11, Durbar Square, Bhaktapur",1102.1,cod,rainy,9861550745,1
"Central Warehouse, Kathmandu","Ward 28, Jawalakhel, Lalitpur",276.5,online,normal,9866837087,0
"Central Warehouse, Kathmandu","Ward 28, Jawalakhel, Lalitpur",2694.64,cod,extreme,9839435000,1
"Central Warehouse, Kathmandu","Ward 29, Durbar Square, Bhaktapur",4746.1,cod,normal,9841746777,1
"Central Warehouse, Kathmandu","Ward 3, Patan Durbar Square, Lalitpur",1525.37,prepaid,clear,9833802137,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1717.45,prepaid,clear,9860310945,0
"Central Warehouse, Kathmandu","Ward 22, Main Road, Biratnagar",455.17,COD,extreme,9893061449,1
"Central Warehouse, Kathmandu","Ward 18, Lakeside, Pokhara",4554.71,cod,normal,9854927010,1
"Central Warehouse, Kathmandu","Ward 21, Jawalakhel, Lalitpur",628.39,online,clear,9847188753,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2658.44,COD,rainy,9818283720,0
"Central Warehouse, Kathmandu","Ward 12, Durbar Square, Bhaktapur",1885.17,online,clear,9886293478,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1110.53,prepaid,extreme,9883299087,0
"Central Warehouse, Kathmandu","Ward 12, Jawalakhel, Lalitpur",1069.1,COD,foggy,9850721623,0
"Central Warehouse, Kathmandu","Ward 5, Thamel, Kathmandu",4236.99,cod,foggy,9848872496,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3493.0,prepaid,normal,9826061745,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1979.11,COD,foggy,9863855085,1
"Central Warehouse, Kathmandu","Ward 6, Thamel, Kathmandu",4384.19,prepaid,clear,9819739275,0
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",316.26,COD,clear,9830529993,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3369.69,cod,rainy,9811917098,1
"Central Warehouse, Kathmandu","Ward 15, Durbar Square, Bhaktapur",2490.41,cod,clear,9831402497,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",656.75,online,rainy,9898534765,0
"Central Warehouse, Kathmandu","Ward 10, Baneshwor, Kathmandu",4964.69,prepaid,clear,9853915154,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",2503.24,cod,clear,9852035011,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",596.59,COD,extreme,9826578643,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",651.0,COD,foggy,9886421986,1
"Central Warehouse, Kathmandu","Ward 28, Main Road, Biratnagar",663.48,COD,extreme,9886555813,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4193.63,cod,foggy,9818884322,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1441.93,prepaid,normal,9857339882,1
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",4947.02,prepaid,foggy,9877860511,1
"Central Warehouse, Kathmandu","Ward 16, Main Road, Biratnagar",4036.96,online,rainy,9881676318,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3360.18,online,normal,9835363512,1
"Central Warehouse, Kathmandu","Ward 29, Lakeside, Pokhara",1926.03,COD,extreme,9879276769,1
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",3151.06,cod,extreme,9854068075,0
"Central Warehouse, Kathmandu","Ward 5, Main Road, Biratnagar",2391.49,COD,normal,9876565965,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1428.95,COD,normal,9819215508,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2294.84,online,rainy,9815355336,0
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",4947.65,cod,normal,9863436256,0
"Central Warehouse, Kathmandu","Ward 23, Lakeside, Pokhara",1130.66,cod,foggy,9868336984,0
"Central Warehouse, Kathmandu","Ward 20, Jawalakhel, Lalitpur",2187.87,COD,foggy,9810797761,0
"Central Warehouse, Kathmandu","Ward 24, Baneshwor, Kathmandu",3486.33,online,clear,9817895665,0
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",2003.96,COD,rainy,9842797595,1
"Central Warehouse, Kathmandu","Ward 4, Durbar Square, Bhaktapur",2572.11,cod,rainy,9852386223,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1824.41,online,extreme,9874625224,0
"Central Warehouse, Kathmandu","Ward 29, Jawalakhel, Lalitpur",2962.48,online,normal,9860403607,0
"Central Warehouse, Kathmandu","Ward 32, Baneshwor, Kathmandu",4720.58,prepaid,extreme,9814960252,1
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",2630.55,online,clear,9812694629,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",2662.1,COD,clear,9890515343,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",710.02,online,clear,9875016576,0
"Central Warehouse, Kathmandu","Ward 2, Main Road, Biratnagar",162.44,prepaid,rainy,9848189767,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3782.47,prepaid,clear,9822687898,0
"Central Warehouse, Kathmandu","Ward 7, Lakeside, Pokhara",4912.74,cod,rainy,9833902740,0
"Central Warehouse, Kathmandu","Ward 14, Lakeside, Pokhara",3914.34,online,rainy,9812462647,0
"Central Warehouse, Kathmandu","Ward 21, Patan Durbar Square, Lalitpur",2003.66,prepaid,extreme,9875207203,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4171.87,online,rainy,9841689467,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2786.31,online,normal,9891916972,1
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",3874.24,COD,extreme,9837979448,0
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",1521.22,COD,clear,9881129107,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",3738.05,COD,rainy,9817006026,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2394.03,COD,extreme,9861174926,1
"Central Warehouse, Kathmandu","Ward 16, Durbar Square, Bhaktapur",2858.57,COD,extreme,9889972030,0
"Central Warehouse, Kathmandu","Ward 3, Patan Durbar Square, Lalitpur",1449.04,COD,normal,9856212472,0
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",4329.33,online,extreme,9828721776,1
"Central Warehouse, Kathmandu","Ward 26, Main Road, Biratnagar",2154.74,COD,rainy,9849601940,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2527.46,prepaid,normal,9837383352,0
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",709.34,COD,foggy,9880184416,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",913.43,COD,foggy,9821813541,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",360.14,cod,normal,9834791590,0
